Keyword,Sentence
土鳖,土鳖一个，就知道在村里待着！
土鳖,看你土里土气的，真是个土鳖！
土鳖,真是个土鳖，连这点事都不懂。
土鳖,你这土鳖，说话能不能注意点？
土鳖,土鳖，别在这儿丢人现眼了！
土鳖,就你这种土鳖，也敢出来混？
土鳖,你个土鳖，就知道吹牛！
土鳖,瞧你那土鳖样，真让人恶心！
土鳖,这土鳖，一点见识都没有！
癞皮狗,你这癞皮狗，一天到晚就知道乱吠！
癞皮狗,滚一边去，你个臭癞皮狗！
癞皮狗,癞皮狗一样的东西，真恶心！
癞皮狗,看你那德性，活脱脱一个癞皮狗！
癞皮狗,真是个没用的癞皮狗，啥也干不成！
癞皮狗,你比癞皮狗还不如，真丢人！
癞皮狗,癞皮狗！就知道跟着别人后面乱叫！
癞皮狗,你这癞皮狗，真让人感到厌恶！
癞皮狗,癞皮狗，滚出我的视线！
癞皮狗,别在这儿装了，你就是个十足的癞皮狗！
野狗,你这野狗，整天就知道乱吠！
野狗,滚远点，你这条臭野狗！
野狗,别在我面前晃悠，像个疯野狗一样。
野狗,你真像条野狗，没教养！
野狗,你这个人渣，跟条野狗似的！
野狗,你这野狗，就知道乱咬人！
野狗,呸，你就是个披着人皮的野狗！
野狗,真他妈像条野狗，没一点人样！
野狗,你个野狗，赶紧给我消失！
野狗,看看你，跟条丧家野狗一样可怜。
臭虫,你这臭虫，滚远点别烦我！
臭虫,臭虫一样的家伙，就知道躲在阴暗角落里。
臭虫,真是个臭虫，恶心死了！
臭虫,你这个人渣臭虫，赶紧消失！
臭虫,臭虫！你给我听清楚了！
臭虫,别在我面前晃悠，臭虫！
臭虫,你就像个臭虫一样，让人讨厌。
臭虫,真他妈是个臭虫，一点用都没有！
臭虫,臭虫！你等着瞧！
臭虫,看见你就烦，臭虫！
蠢脑袋,你这蠢脑袋，就知道添乱！
蠢脑袋,蠢脑袋，别再犯这种低级错误了！
蠢脑袋,蠢脑袋，你真是个白痴！
蠢脑袋,这么简单的题都做不对，蠢脑袋！
蠢脑袋,真是个蠢脑袋，气死我了！
蠢脑袋,蠢脑袋，你让我怎么说你才好？
蠢脑袋,整天就知道傻乐，蠢脑袋！
蠢脑袋,你那蠢脑袋里装的都是些什么？
蠢脑袋,蠢脑袋，你简直就是个废物！
蠢脑袋,我看你就是个彻头彻尾的蠢脑袋！
呆脑袋,你这呆脑袋，怎么连这么简单的事都做不好？
呆脑袋,呆脑袋，真是笨死了，气死我了！
呆脑袋,呆脑袋！就知道吃喝玩乐，一点用都没有！
呆脑袋,你个呆脑袋，反应这么慢，真是让人无语。
呆脑袋,这么简单的道理，你个呆脑袋都理解不了？
呆脑袋,呆脑袋，你真是让我失望透顶！
呆脑袋,真是个呆脑袋，做事一点都不靠谱。
呆脑袋,看你那呆脑袋，就知道没啥本事。
呆脑袋,你这呆脑袋，整天就知道发呆！
呆脑袋,呆脑袋，就知道给我添麻烦！
愚人,你这愚人，就知道在这儿碍手碍脚！
愚人,愚人节都过了，你还这么愚蠢！
愚人,滚开，你这愚人，别烦我了！
愚人,真是个愚人，什么都不懂还瞎指挥！
愚人,你个愚人，脑袋是不是让驴踢了？
愚人,愚人！你以为你是谁啊，敢这么跟我说话？
愚人,怎么会有这么愚蠢的愚人啊？气死我了！
愚人,这愚人，做事一点都不靠谱！
愚人,真是个愚不可及的愚人！
愚人,我从未见过如此愚蠢的愚人！
呆人,你这呆人，脑袋是不是让驴踢了？
呆人,呆人一个，就知道干些没用的事！
呆人,真是个呆人，这么简单的问题都做不对。
呆人,就知道吃喝玩乐，你个呆人！
呆人,呆人！滚一边去，别碍事！
呆人,你这么呆人，难怪没人喜欢你。
呆人,呆人！你脑子进水了吧？
呆人,这么简单的道理都不懂，真是个呆人！
呆人,我看你就是个彻头彻尾的呆人！
呆人,呆人！你真是让我无语！
呆种,你这呆种，脑子是不是进水了？
呆种,呆种，你说话能不能注意点？
呆种,真没想到你是个这么蠢的呆种！
呆种,呆种，滚一边去！别烦我。
呆种,你个呆种，什么都不懂还瞎指挥。
呆种,这呆种，做事真是没脑子。
呆种,真是个无可救药的呆种！
呆种,呆种，你以为你是谁啊？
呆种,这么简单的题都做错，真是个呆种！
呆种,你简直就是个彻头彻尾的呆种！
呆逼佬,你这呆逼佬，真是什么都不懂！
呆逼佬,呆逼佬，你脑袋是不是进水了？
呆逼佬,呆逼佬，滚一边去，别烦我！
呆逼佬,真是个呆逼佬，气死我了！
呆逼佬,这呆逼佬，就知道在这里捣乱。
呆逼佬,你个呆逼佬，说话能不能过过脑子？
呆逼佬,呆逼佬，你以为你是谁啊？
呆逼佬,这么简单的道理都听不懂，真是个呆逼佬！
呆逼佬,我看你就是个彻头彻尾的呆逼佬。
呆逼佬,这呆逼佬，简直是不可理喻！
呆比,你这呆比，真是气死我了！
呆比,呆比一个，就知道捣乱！
呆比,这么简单的题都做不对，你是个呆比吗？
呆比,呆比！你脑子有坑吧！
呆比,整天就知道吃喝玩乐，你真是个十足的呆比！
呆比,你个呆比，能不能有点脑子？
呆比,真没想到你这么呆比，让我太失望了！
呆比,呆比！滚一边去！
呆比,别在这儿丢人现眼了，呆比！
呆比,你这呆比，真是让人无语！
呆货色,你这呆货色，脑子是不是进水了？
呆货色,呆货色，滚一边去，别烦我！
呆货色,呆货色，你真是个废物！
呆货色,这么简单的道理都懂不懂，真是个呆货色！
呆货色,看你那熊样，妥妥的呆货色一个。
呆货色,呆货色，别以为我不知道你在背后搞鬼。
呆货色,你这呆货色，就知道吃喝玩乐。
呆货色,呆货色，你啥时候才能有点出息？
呆货色,真想一脚踢飞这呆货色。
呆货色,真是个没用的呆货色，气死我了！
笨坯,你这笨坯，脑子是不是进水了？
笨坯,笨坯！这么简单的问题都做不对！
笨坯,真是个笨坯，气死我了！
笨坯,笨坯，你能不能有点脑子？
笨坯,这么简单的道理你都听不懂，笨坯！
笨坯,你真是个十足的笨坯，无可救药！
笨坯,笨坯！就知道添乱！
笨坯,我真是服了你了，笨坯！
笨坯,笨坯，别再让我看到你！
笨坯,你就是个不折不扣的笨坯，废物！
笨坯子,你这笨坯子，怎么这么蠢？
笨坯子,笨坯子，你连这个都做不好，真是废物！
笨坯子,笨坯子，滚一边去，别碍着我！
笨坯子,真是个笨坯子，一点脑子都没有！
笨坯子,看看你干的什么事儿，笨坯子！
笨坯子,笨坯子，你脑子进水了吧？
笨坯子,这么简单的题你都做错，笨坯子！
笨坯子,你就是个彻头彻尾的笨坯子！
笨坯子,笨坯子，别以为我不知道你在想什么。
笨坯子,我真想不通，怎么会有你这么个笨坯子。
2b,你个2B，整天就知道吃喝玩乐！
2b,2B青年欢乐多，说的就是你这种人！
2b,这事你都做不好，真是个2B！
2b,别再犯这种低级错误了，2B！
2b,你真是个2B，脑子是不是进水了？
2b,2B青年，智商堪忧啊！
2b,我真是服了你了，2B！
2b,你这么2B，活该单身！
2b,你以为你是谁啊，2B？
2b,2B一个，还到处招摇撞骗。
zz,你个zz，就知道在这里捣乱！
zz,真是个zz，一点脑子都没有。
zz,这zz玩意儿，气死我了！
zz,你就是个彻头彻尾的zz！
zz,这么简单的道理都听不懂，你是zz吗？
zz,别在这儿装了，你就是个zz！
zz,整天就知道瞎bb，zz一个！
zz,你这种zz，我见多了。
zz,真没想到你居然是个zz！
zz,你做的事简直就是zz行为！
lj,你个lj，整天就知道在背后嚼舌根！
lj,真是个lj，什么事情都做不好！
lj,LJ，滚远点，别烦我！
lj,你这种LJ，一辈子都成不了气候！
lj,我看你就是个十足的LJ！
lj,LJ，你以为你是谁啊？
lj,别以为我不知道你是什么LJ！
lj,你就是个彻头彻尾的LJ！
lj,这么简单的事情都做不好，你真是个LJ！
lj,LJ，别在我面前装模作样！
ljr,你个ljr，一天到晚就知道捣乱！
ljr,真是个ljr，一点用都没有！
ljr,ljr，滚出我的视线！
ljr,你就是个彻头彻尾的ljr！
ljr,我呸，ljr一个！
ljr,这种ljr也配说话？
ljr,ljr，你脑子有病吧？
ljr,别以为我不知道你是个ljr！
ljr,你这种ljr，我见多了！
ljr,ljr，你给我等着！
cnm,你这cnm整天就知道吃喝玩乐！
cnm,cnm，你以为你是谁啊，敢这么跟我说话？
cnm,滚你妈的cnm，别在我面前装蒜！
cnm,你个cnm，就知道搬弄是非！
cnm,cnm，你给我等着！
cnm,我呸，cnm，你算个什么东西！
cnm,cnm，你真是个废物！
cnm,cnm，你全家都是cnm！
cnm,去死吧，cnm！
cnm,你就是个cnm，没救了！
nm,nm，你个蠢货，整天就知道吃喝玩乐！
nm,nm，你以为你是谁啊，这么嚣张？
nm,滚你的，nm，别来烦我！
nm,你这nm，真是一点用都没有！
nm,我呸，nm，你算什么东西？
nm,nm，你给我闭嘴！
nm,你这nm，气死我了！
nm,去死吧，nm，烦死了！
nm,真是个nm，什么都不懂！
nm,你就是个彻头彻尾的nm，无可救药！
pjb,你个pjb，一天到晚就知道在这儿bb！
pjb,真是个pjb，脑子是不是进水了？
pjb,我呸！你就是个彻头彻尾的pjb！
pjb,你这pjb，连个屁都放不响！
pjb,滚一边去，pjb！别在这碍眼！
pjb,你这种pjb也配和我说话？
pjb,真是个没用的pjb，气死我了！
pjb,pjb！你活该倒霉！
pjb,这pjb，怎么这么蠢！
pjb,看你这样子，就知道是个pjb！
sjb,你这sb，整天就知道在这里装！
sjb,sb一个，就知道吃喝玩乐！
sjb,真是个sb，一点用都没有！
sjb,你个sb，别在我面前碍眼！
sjb,sb，滚一边去！
sjb,你就是个彻头彻尾的sb！
sjb,这么简单的题都做不对，你是个sb吗？
sjb,整天就知道sb，你脑子进水了吧？
sjb,我呸，你个臭sb！
sjb,看看你干的这sb事！
laji,你这laji，就知道在这里捣乱！
laji,真laji，一点用都没有！
laji,你个laji玩意儿，滚远点！
laji,我呸，laji一个！
laji,laji东西，别在我面前晃悠。
laji,你真是个十足的laji！
laji,laji，就知道说些没用的废话。
laji,你怎么这么laji？
laji,这laji玩意儿，气死我了！
laji,真他妈laji，什么破玩意儿！
shabi,你个shabi，整天就知道装腔作势！
shabi,shabi，滚出我的视线！
shabi,这shabi玩意儿，一点用都没有！
shabi,你真是个十足的shabi！
shabi,shabi，别在这儿碍手碍脚的！
shabi,这么简单的道理你都懂？你真是个shabi！
shabi,我呸，你个shabi！
shabi,shabi，你算什么东西？
shabi,就你这智商，也配叫人？shabi！
shabi,我看你就是个不折不扣的shabi！
浪货,你个浪货，整天勾三搭四的！
浪货,浪货，别以为你打扮得花枝招展就有人喜欢你。
浪货,真是个不要脸的浪货，到处招蜂引蝶。
浪货,滚吧，浪货，别在这里碍眼！
浪货,你这种浪货，迟早要遭报应！
浪货,看着你那副浪货样，我就恶心！
浪货,别以为我不知道你是什么浪货！
浪货,浪货，别在我面前装清纯！
浪货,你就是个彻头彻尾的浪货！
浪货,瞧你那浪货样，真让人倒胃口！
浪女,你这个浪女，整天就知道勾三搭四！
浪女,浪女一个，不知廉耻！
浪女,瞧你那浪荡样，真让人恶心！
浪女,浪女，你不得好死！
浪女,你就是个臭名昭著的浪女！
浪女,别以为你打扮得花枝招展就是个好东西，浪女！
浪女,浪女！你这种人迟早要遭报应！
浪女,滚吧，浪女！别在这里丢人现眼！
浪女,你个浪女，心肠歹毒！
浪女,看见你我就恶心，浪女！
浪婊,你这个浪婊，整天勾三搭四的！
浪婊,浪婊就是你这种人，不要脸！
浪婊,真是个浪婊，不知廉耻！
浪婊,看你那德行，妥妥的浪婊一个。
浪婊,浪婊！你以为自己很了不起吗？
浪婊,浪婊！滚远点，别让我看见你！
浪婊,你就是个十足的浪婊，恶心！
浪婊,别装了，你就是个货真价实的浪婊！
浪婊,浪婊，你等着瞧吧！
浪婊,瞧你那副浪婊样，真让人作呕。
小三,你这个不要脸的小三，破坏别人家庭！
小三,小三真恶心，恬不知耻！
小三,滚吧，臭不要脸的小三！
小三,你就是个破坏家庭的小三，不得好死！
小三,小三，你这种人渣，迟早要遭报应！
小三,小三，你真下贱！
小三,你这个小三，真让人恶心！
小三,小三，你不得好死！
小三,小三，你毁了我的家庭！
小三,我诅咒你这个小三，一辈子不得安宁！
二奶,你这个不要脸的二奶，真恶心！
二奶,滚吧，臭不要脸的二奶！
二奶,你就是个被人包养的二奶，真丢人！
二奶,二奶有什么好得意的，迟早要被抛弃！
二奶,别以为当了二奶就高人一等！
二奶,你这个破坏别人家庭的二奶！
二奶,真没想到你这么不要脸，居然当二奶！
二奶,你这种二奶，我真是看不起你！
二奶,做二奶有什么好，自甘堕落！
二奶,二奶就是个破坏家庭的祸害！
小骚,你这小骚货，一天到晚勾三搭四的。
小骚,小骚，别以为我不知道你在背后搞什么鬼。
小骚,真是个小骚货，打扮得花枝招展的。
小骚,你以为你很漂亮吗？小骚！
小骚,整天打扮得像个小骚，真恶心。
小骚,滚开，你这小骚货！
小骚,别在我面前搔首弄姿，小骚！
小骚,你就是个下贱的小骚货！
小骚,瞧你那小骚样，真让人作呕。
小骚,你以为你很性感？小骚！
破鞋,你这个破鞋，整天勾三搭四的。
破鞋,真是个破鞋，不知廉耻！
破鞋,破鞋，你活该被人瞧不起！
破鞋,谁要和你这个破鞋做朋友？
破鞋,你就是个臭不要脸的破鞋！
破鞋,别以为我不知道你是什么破鞋！
破鞋,你穿得花枝招展，像个破鞋！
破鞋,破鞋，滚远点！
破鞋,你这种破鞋，迟早要遭报应！
破鞋,看见你就烦，臭不要脸的破鞋！
婊货,你这个婊货，真不要脸！
婊货,婊货，滚远点，别让我看见你！
婊货,瞧你那德行，真是一朵奇葩婊货！
婊货,你这婊货，整天就知道勾三搭四！
婊货,我呸！你就是个臭婊货！
婊货,婊货，你以为自己很了不起吗？
婊货,真是个下贱的婊货！
婊货,你这婊货，迟早要遭报应！
婊货,看你那张脸，就知道是个婊货！
婊货,婊货，别以为我不知道你在背后搞什么鬼！
骚娘们,滚你妈的，骚娘们！
骚娘们,骚娘们，你真以为自己很了不起？
骚娘们,这骚娘们一天到晚就知道勾引男人。
骚娘们,瞧你那骚娘们样，真恶心！
骚娘们,你这个骚娘们，少在这里装清纯。
骚娘们,骚娘们，别以为我不知道你那些破事。
骚娘们,骚娘们，你给我等着！
骚娘们,这骚娘们，真是不要脸！
骚娘们,你这种骚娘们，我见多了。
骚娘们,真他妈是个骚娘们，气死我了！
下贱女人,你这个下贱女人，真恶心！
下贱女人,下贱女人，滚远点，别让我看见你！
下贱女人,你真是个下贱女人，不知廉耻！
下贱女人,瞧你那德行，下贱女人！
下贱女人,下贱女人，你活该！
下贱女人,你这种下贱女人，谁稀罕你？
下贱女人,下贱女人，你给我闭嘴！
下贱女人,下贱女人，你真让我感到作呕！
下贱女人,你就是个下贱女人，没救了！
下贱女人,下贱女人，你以为你是谁？
狗比人,你这狗比人，就知道到处惹是生非！
狗比人,狗比人一个，滚一边去！
狗比人,真够狗比人的，一点本事没有！
狗比人,你简直就是个狗比人，没见过这么没用的！
狗比人,狗比人，你以为你是谁啊？
狗比人,瞧你这狗比人样，丢人现眼！
狗比人,别在这儿狗比人似的叫唤了！
狗比人,你这种狗比人，我见多了。
狗比人,狗比人，你给我等着！
狗比人,真是个狗比人，气死我了！
滚你妈,滚你妈的，臭不要脸的东西！
滚你妈,滚你妈的，一天到晚就知道唧唧歪歪。
滚你妈,滚你妈的，烦死了！
滚你妈,滚你妈的，别在这儿碍眼！
滚你妈,你真是个废物，滚你妈的！
滚你妈,滚你妈的，少在这儿装模作样！
滚你妈,滚你妈的，你以为你是谁啊？
滚你妈,滚你妈的，我不想再看到你！
滚你妈,滚你妈的，你这蠢货！
滚你妈,滚你妈的，别来烦我！
你算个屁,你算个屁，也敢在我面前嚣张？
你算个屁,你算个屁，滚一边去！
你算个屁,就你？你算个屁，别在这儿碍事！
你算个屁,你算个屁，有什么资格指责我？
你算个屁,你算个屁，整天就知道瞎BB！
你算个屁,你算个屁，给我闭嘴！
你算个屁,你算个屁，真把自己当个人物了？
你算个屁,你算个屁，我呸！
你算个屁,你算个屁，赶紧消失！
你算个屁,你算个屁，一点本事都没有！
傻逼玩意,你这傻逼玩意儿，一天到晚就知道干些没用的事！
傻逼玩意,滚你妈的，傻逼玩意儿，别在我面前晃悠！
傻逼玩意,瞧你那熊样，傻逼玩意儿，真是丢人现眼！
傻逼玩意,就你这智商，傻逼玩意儿，也敢出来丢人？
傻逼玩意,你个傻逼玩意儿，说话注意点，别得罪人！
傻逼玩意,真他妈的傻逼玩意儿，气死我了！
傻逼玩意,我呸！傻逼玩意儿，你算老几？
傻逼玩意,傻逼玩意儿，赶紧给我消失！
傻逼玩意,你这种傻逼玩意儿，我见多了！
傻逼玩意,傻逼玩意儿，别以为我不知道你心里在想什么！
滚蛋玩意,滚蛋玩意儿，别在这里碍眼！
滚蛋玩意,你这滚蛋玩意儿，真他妈烦人！
滚蛋玩意,滚蛋玩意儿，赶紧给我消失！
滚蛋玩意,滚蛋玩意儿，你算什么东西？
滚蛋玩意,滚蛋，你这没用的滚蛋玩意儿！
滚蛋玩意,滚蛋玩意儿，你给我闭嘴！
滚蛋玩意,滚蛋玩意儿，真是一堆垃圾！
滚蛋玩意,我呸，滚蛋玩意儿！
滚蛋玩意,滚你妈的蛋，滚蛋玩意儿！
滚蛋玩意,你这破玩意儿，赶紧滚蛋！
狗都不理你,你这狗都不理你的废物，滚远点！
狗都不理你,狗都不理你，你以为你是谁啊？
狗都不理你,真TM狗都不理你，活该单身！
狗都不理你,你这么垃圾，狗都不理你，情理之中。
狗都不理你,狗都不理你，别再烦我了！
狗都不理你,就你这德行，狗都不理你，自觉点！
狗都不理你,你以为你是香饽饽？狗都不理你！
狗都不理你,看看你那怂样，狗都不理你！
狗都不理你,你这个人，狗都不理你，真可怜。
狗都不理你,连狗都不理你，你还真把自己当个人物了？
人渣玩意,你这个人渣玩意儿，怎么这么没用！
人渣玩意,人渣玩意儿，滚出我的视线！
人渣玩意,真是个人渣玩意儿，一点儿都不让人省心！
人渣玩意,你这堆人渣玩意儿，少在这里装模作样！
人渣玩意,人渣玩意儿，你等着瞧！
人渣玩意,人渣玩意儿，你给我等着！
人渣玩意,呸，人渣玩意儿！
人渣玩意,我呸，人渣玩意儿，真恶心！
人渣玩意,你就是个人渣玩意儿，无可救药！
人渣玩意,人渣玩意儿，别以为我不知道你干了什么！
操你大爷,操你大爷，你个蠢货！
操你大爷,操你大爷，滚一边去！
操你大爷,你这操你大爷的玩意儿，真恶心！
操你大爷,操你大爷，你全家都弱智！
操你大爷,我操你大爷，你才是垃圾！
操你大爷,操你大爷，少在我面前装蒜！
操你大爷,操你大爷，听不懂人话吗？
操你大爷,你这操你大爷的家伙，真让人讨厌！
操你大爷,操你大爷，别以为我不知道你干了什么！
操你大爷,操你大爷，你活该倒霉！
活腻了吧,你活腻了吧，整天唧唧歪歪的！
活腻了吧,活腻了吧你？这么欠揍！
活腻了吧,真是活腻了吧，敢这么跟我说话？
活腻了吧,活腻了吧？找死啊你！
活腻了吧,你活腻了吧，滚一边去！
活腻了吧,活腻了吧，一天到晚就知道惹是生非！
活腻了吧,活腻了吧？这种事你也做得出来？
活腻了吧,你活腻了吧，这么嚣张？
活腻了吧,活腻了吧，赶紧给我道歉！
活腻了吧,我看你是活腻了吧，才会干出这种蠢事！
畜生不如,你这畜生不如的东西，竟然敢这么对我！
畜生不如,畜生不如的东西，滚出我的视线！
畜生不如,你简直畜生不如，连狗都不如！
畜生不如,看看你干的好事，畜生不如！
畜生不如,我呸！畜生不如的东西！
畜生不如,你这种畜生不如的家伙，我见一个打一个！
畜生不如,畜生不如，你全家都是畜生不如！
畜生不如,你比畜生还不如，简直就是个废物！
畜生不如,畜生不如的嘴脸，真让人恶心！
畜生不如,真是畜生不如，一点人性都没有！
qnmd,qnmd，你个蠢货！
qnmd,qnmd，滚你妈的！
qnmd,我呸，qnmd，神经病！
qnmd,qnmd，你以为你是谁啊？
qnmd,真是qnmd，气死我了！
qnmd,qnmd，你全家都qnmd！
qnmd,这种人qnmd，真恶心！
qnmd,qnmd，你给我闭嘴！
qnmd,qnmd，一点本事都没有！
qnmd,去你的，qnmd，什么玩意儿！
tm,你这tm蠢货，一天到晚就知道干坏事！
tm,tm的，你脑子进水了吧，这么简单的问题都做不对！
tm,滚开，tm烦死了！
tm,真tm恶心，你这个人怎么这么讨厌！
tm,你个tm废物，一点用都没有！
tm,我tm要被你气死了，你能不能有点脑子！
tm,tm的，你以为你是谁啊，敢这么跟我说话！
tm,真是tm无语，这种事情也能做错！
tm,你tm少来这一套，我根本不信你！
tm,去tm的，别在我面前晃悠！
nmb,你这nmb，整天就知道装！
nmb,nmb，滚一边去，别烦我！
nmb,你个nmb，脑子有病吧？
nmb,真nmb，一点用都没有！
nmb,我呸，你个nmb！
nmb,nmb，别以为我不知道你那些小动作！
nmb,nmb，你给我等着！
nmb,你真是个nmb，气死我了！
nmb,nmb，少在这里装腔作势！
nmb,这nmb玩意儿，气人得很！
sabi,你这sabi，脑子进水了吧？
sabi,sabi一个，就知道在那里唧唧歪歪。
sabi,滚吧，你这没用的sabi！
sabi,你真是个十足的sabi，气死我了！
sabi,sabi，别以为我不知道你在背后说我坏话。
sabi,这么简单的问题都做不对，你真是个sabi！
sabi,你这sabi，一天到晚就知道吃喝玩乐。
sabi,sabi，你给我闭嘴！
sabi,你个sabi，永远都学不会！
sabi,真想一巴掌拍死这个sabi！
naive,你这naive的家伙，真是蠢得无可救药！
naive,naive到这种程度，你真是个白痴！
naive,这么naive的想法，也只有你这种人能想出来。
naive,naive！你简直就是个没脑子的蠢货！
naive,别再用你naive的言论恶心人了！
naive,你naive的样子真让人想吐！
naive,你这个人naive得令人发指！
naive,真没想到你居然这么naive！
naive,我真是被你的naive气笑了！
naive,naive到家了，你简直就是个笑话！
rnm,你这rnm整天就知道唧唧歪歪。
rnm,rnm，滚你妈的，别在这儿碍眼！
rnm,你个rnm，说话注意点！
rnm,我呸，rnm，真不要脸！
rnm,rnm，你以为你是谁啊？
rnm,真是个rnm，气死我了！
rnm,你这rnm，脑子里装的都是屎吗？
rnm,rnm，赶紧给我消失！
rnm,去死吧，rnm！
rnm,rnm，你才是垃圾！
rnmmp,你个rnmmp，整天就知道吃喝玩乐！
rnmmp,rnmmp，滚你妈的，别烦我！
rnmmp,rnmmp，你以为你是谁啊，这么嚣张？
rnmmp,这破事，全是rnmmp干的！
rnmmp,rnmmp，你给我等着！
rnmmp,rnmmp，你真是个废物！
rnmmp,rnmmp，你全家都rnmmp！
rnmmp,我呸，rnmmp！
rnmmp,rnmmp，赶紧给我消失！
rnmmp,rnmmp，你这种人活该倒霉！
fuck,你这fuck玩意儿，真他妈气人！
fuck,滚你妈的fuck，别在我面前晃悠！
fuck,你个fuck，一天到晚就知道惹是生非！
fuck,fuck，你脑子是不是进水了？
fuck,我真想一脚踹死你个fuck！
fuck,你就是个彻头彻尾的fuck！
fuck,fuck，你以为你是谁啊？
fuck,去死吧，你个没用的fuck！
fuck,别在我面前装蒜，你就是个fuck！
fuck,fuck，你给我闭嘴！
fucku,你个fucku，整天就知道在背后嚼舌根！
fucku,我呸！你真是个十足的fucku！
fucku,fucku，滚远点，别让我看见你！
fucku,你算什么东西，也敢对我指手画脚，fucku！
fucku,你这个fucku，真是一点本事都没有！
fucku,fucku，别以为我不知道你在搞什么鬼！
fucku,你就是个彻头彻尾的fucku！
fucku,fucku，你给我闭嘴！
fucku,少在那儿装蒜了，你就是个卑鄙的fucku！
fucku,真他妈的fucku，气死我了！
diss,我diss你个智障，就知道在这里装蒜！
diss,你这diss也太没水平了，跟个幼儿园小朋友似的。
diss,diss你个蠢货，就知道在这里浪费我的时间！
diss,别diss我了，你算老几啊，垃圾！
diss,你这种人，我diss你一万遍都不够！
diss,就你这种货色，也配diss我？做梦！
diss,滚一边去，别在我面前diss来diss去的。
diss,diss你个窝囊废，连个屁都不敢放！
diss,你个废物，还敢diss我？找死吗？
diss,我呸！diss你个神经病，真恶心！
恶棍,你这恶棍，一天到晚就知道欺压百姓！
恶棍,恶棍！滚出这里，别让我再看到你！
恶棍,真是个恶棍，心肠歹毒，不得好死！
恶棍,你个恶棍，干尽坏事，良心被狗吃了！
恶棍,恶棍！你等着瞧，我不会放过你的！
恶棍,这种恶棍就应该千刀万剐！
恶棍,别以为你做了恶棍就可以逍遥法外！
恶棍,你这个卑鄙的恶棍，令人作呕！
恶棍,恶棍！你给我等着，我会报仇的！
恶棍,我看你就是个地地道道的恶棍，人渣！
奸商,这奸商，坑蒙拐骗，真不是个东西！
奸商,奸商一个，就知道宰客，黑心烂肺！
奸商,卖这么贵，你是奸商转世吗？
奸商,这奸商，东西质量差，价格还贵！
奸商,奸商！这分明就是故意抬价！
奸商,你个奸商，良心都被狗吃了！
奸商,就知道坑人，奸商，滚！
奸商,这奸商，简直就是个骗子！
奸商,别被这奸商给骗了，小心点！
奸商,奸商！我要投诉你！
黑商,你这个黑商，坑蒙拐骗，不得好死！
黑商,卖的东西全是垃圾，黑商！真他妈恶心！
黑商,我被黑商骗了，气死我了！
黑商,这种黑商就应该关门大吉！
黑商,黑商，你等着被告！
黑商,黑商，你良心不会痛吗？
黑商,这黑商的东西，简直就是智商税！
黑商,黑商！滚出这个市场！
黑商,你个黑商，不得好报！
黑商,真他妈晦气，碰上个黑商！
黑心商,这家店的黑心商，坑蒙拐骗，真不要脸！
黑心商,黑心商真够缺德的，卖的东西又贵又不好！
黑心商,这些黑心商，昧着良心赚钱，不得好死！
黑心商,我呸！黑心商，迟早要遭报应！
黑心商,全是黑心商，这年头，谁还能相信啊？
黑心商,黑心商，简直就是社会的毒瘤！
黑心商,这黑心商，害人不浅，良心都让狗吃了！
黑心商,遇到黑心商，真是倒霉透顶了！
黑心商,黑心商，滚出这个行业！
黑心商,这帮黑心商，一个个都该下地狱！
奸贼,你个奸贼，就知道坑蒙拐骗！
奸贼,奸贼！你不得好死！
奸贼,这奸贼真是坏透顶了，令人作呕！
奸贼,亏你还是个人，居然是这么个奸贼！
奸贼,奸贼！看你还能嚣张多久！
奸贼,这奸贼害得我们家破人亡！
奸贼,我呸！你这奸贼，下地狱去吧！
奸贼,奸贼！你的恶行迟早会败露！
奸贼,真是个卑鄙的奸贼，令人不齿！
奸贼,奸贼！你对得起自己的良心吗？
叛徒,你个叛徒，竟然背叛了我们！
叛徒,叛徒！你不得好死！
叛徒,我呸！你这种叛徒，真恶心！
叛徒,叛徒！你比猪狗不如！
叛徒,滚！叛徒滚出这里！
叛徒,你这个叛徒，早晚不得好报！
叛徒,叛徒！你等着瞧吧！
叛徒,真是个没用的叛徒！
叛徒,叛徒！你让我太失望了！
叛徒,你这叛徒，下地狱去吧！
卖国贼,你个卖国贼，滚出中国！
卖国贼,卖国贼！你对得起先烈吗？
卖国贼,这种卖国贼，应该千刀万剐！
卖国贼,呸！卖国贼！不得好死！
卖国贼,你就是个十足的卖国贼！
卖国贼,卖国贼！你良心被狗吃了？
卖国贼,真是个卑鄙的卖国贼！
卖国贼,我呸，卖国贼，臭不要脸！
卖国贼,卖国贼，你不得好死！
卖国贼,你这卖国贼，迟早要遭报应！
汉奸,你个汉奸，卖国贼，滚出中国！
汉奸,汉奸！你这种人渣，不得好死！
汉奸,呸！汉奸！你对得起先烈吗？
汉奸,真是个汉奸，丢人现眼的东西！
汉奸,你就是个十足的汉奸，卑鄙小人！
汉奸,汉奸！你不得好死，不得好死！
汉奸,我呸，汉奸！你良心被狗吃了？
汉奸,你这汉奸，早晚不得好报！
汉奸,汉奸！你全家都是汉奸！
汉奸,瞧你那德行，活脱脱一个汉奸！
狗官,这些狗官就知道贪污，真是气死人了！
狗官,你个狗官，就知道欺压百姓！
狗官,呸，狗官！就知道吃喝玩乐！
狗官,这帮狗官，一个个都是衣冠禽兽！
狗官,狗官！你们不得好死！
